Fennec,Android,22,beta,{"active": {"0": 3}, "totals": {"0": 3}}
Fennec,Android,22,release,{"active": {"0": 216, "2": 1}, "totals": {"0": 217}}
Fennec,Android,23,beta,{"active": {"0": 14}, "totals": {"0": 14}}
Fennec,Android,23,release,{"active": {"0": 377, "1": 67, "2": 8, "3": 8, "4": 3}, "totals": {"0": 463}}
Fennec,Android,24,aurora,{"active": {"0": 48, "1": 11}, "totals": {"0": 59}}
Fennec,Android,24,beta,{"active": {"0": 247, "1": 32, "2": 7, "3": 1}, "totals": {"0": 287}}
Fennec,Android,24,nightly,{"active": {"0": 2}, "totals": {"0": 2}}
Fennec,Android,24,release,{"active": {"0": 4080, "1": 504, "2": 161, "3": 107, "4": 32, "5": 16, "6": 21, "9": 49}, "totals": {"0": 4970}}
Fennec,Android,25,aurora,{"active": {"0": 127, "1": 19}, "totals": {"0": 146}}
Fennec,Android,25,beta,{"active": {"0": 208, "1": 21, "2": 27, "3": 8}, "totals": {"0": 264}}
Fennec,Android,25,nightly,{"active": {"1": 6}, "totals": {"0": 6}}
Fennec,Android,25,release,{"active": {"0": 5736, "1": 744, "2": 220, "3": 76, "4": 19, "5": 13, "7": 1, "10": 7, "11": 1, "12": 11, "13": 6}, "totals": {"0": 6834}}
Fennec,Android,26,aurora,{"active": {"0": 69, "1": 6, "2": 5}, "totals": {"0": 80}}
Fennec,Android,26,beta,{"active": {"0": 285, "1": 12, "2": 7, "3": 2}, "totals": {"0": 306}}
Fennec,Android,26,nightly,{"active": {"0": 12, "1": 2}, "totals": {"0": 14}}
Fennec,Android,26,release,{"active": {"0": 10008, "1": 943, "2": 289, "3": 118, "4": 34, "5": 39, "6": 10, "7": 8, "8": 32}, "totals": {"0": 11481}}
Fennec,Android,27,aurora,{"active": {"0": 78, "1": 9}, "totals": {"0": 87}}
Fennec,Android,27,beta,{"active": {"0": 549, "1": 46, "2": 21, "3": 7, "4": 17, "5": 1, "6": 2, "7": 1, "8": 10}, "totals": {"0": 654}}
Fennec,Android,27,nightly,{"active": {"0": 1}, "totals": {"0": 1}}
Fennec,Android,27,release,{"active": {"0": 16025, "1": 1385, "2": 490, "3": 251, "4": 50, "5": 15, "6": 9, "7": 15, "8": 10, "9": 8, "11": 4, "14": 27, "22": 2}, "totals": {"0": 18291}}
Fennec,Android,28,aurora,{"active": {"0": 287, "1": 35, "2": 2, "3": 1, "11": 3}, "totals": {"0": 328}}
Fennec,Android,28,beta,{"active": {"0": 737, "1": 94, "2": 69, "3": 24, "4": 2, "5": 3, "6": 2}, "totals": {"0": 931}}
Fennec,Android,28,nightly,{"active": {"0": 6, "1": 5}, "totals": {"0": 11}}
Fennec,Android,28,release,{"active": {"0": 37292, "1": 4078, "2": 1271, "3": 645, "4": 213, "5": 149, "6": 73, "7": 65, "8": 43, "9": 3, "10": 16, "11": 22, "12": 7, "13": 2, "14": 1, "15": 5, "16": 1, "19": 2}, "totals": {"0": 43888}}
